Household,"SAF 'Buddha Religious' Painting (Synthetic, 13.5 inch x 22 inch, SA30) Color:multicolour                                                                                 |                            Size:35 cm x 3 cm x 50 cm   It is a textured effect canvas print with UV which gives a multi-effect. It is in a Italian designed frame in a synthetic material."
Household,"Sehaz Artworks Round Wooden Wall Clock (25.5 cm x 25.5 cm x 2.8 cm, Beige, SZA-PWC-12-Butterflies) This is a classic styled analog wall clock made from wood. This clock will add charm to any room in your home. There is a plastic shell casing behind the clock for batteries. Only one AA battery is required for this clock (not included). This Sehaz Artworks wall clock can be a good gift at housewarmings, weddings and social gatherings. Decorate your home with this wall clock. Perfect for living room and bedroom. More acute and quiet."
Household,InstaNote Weekly Planner Pad - A4 80 Sheets Multicolor Artwork Weekly planner are a great addition to a personal planner letting you keep track of all the things you need to do each week. It has 80 pages with 8 Artworks printed in Color and Pad Binding done.
Household,"SAF Framed Painting (Wood, 12 inch x 18 inch, Textured UV Reprint, SAO468) Painting made up in synthetic frame with UV textured print which gives multi-effects and attracts towards it. This is an special series of paintings which makes your wall very beautiful and gives a royal touch. A perfect gift for your special ones."
Household,"Sehaz Artworks 'Baby Love' Scrap Book Photo Album (MDF, 30 cm x 21 cm x 3 cm, Brown) Color:BabyLove_A4-ScrapBook   Please Note: The product is a Scrap book, and has black sheets instead of pouch sheets, do not consider it as a classic photo album, it is a scrap book photo album. Material: paper, inside pages High quality black card; Square size: A4 (12x8.5 inch); Inside pages number: 30 pages (Each page can be double-sided use); Capacity: totally depends on your photo size, 5 inch, 6 inch 2/surface, 7 inch 1/surface, 8 -inch1/surface, other abnormal size requires that you own Album use: love log, travel log, baby growth record, family journal, works in this episode, exclusive course, learning materials, and newspapers and magazines in this collection, creative gift; Result Pages: 30 pages; Weight: 0.5 kg."
Household,"Sehaz Artworks 'Our Memories' Pasted Wood Photo Album (22 cm x 16 cm x 4 cm, Brown) Color:OurMemo   Paper material, inside pages high quality black card. Square Size: 26cm x 16cm. Inside pages number 30 pages. (Each page can be double-sided use). Capacity: Totally depends on your photo size, 5 inch, 6 inch 2 per surface, 7 inch 1 per surface, 8 inch 1 per surface, other abnormal size requires that you own album. Use: Love log, travel log, baby growth record, family journal, works in this episode, exclusive course, learning materials and newspapers and magazines in this collection, creative gift. Result Pages: 30 pages. Weight: 0.5 kg."
Household,"Sehaz Artworks Round Wooden Wall Clock (25.5 cm x 25.5 cm x 2.8 cm, Beige, SZA-PWC-12-Butterflies) This is a classic styled analog wall clock made from wood. This clock will add charm to any room in your home. There is a plastic shell casing behind the clock for batteries. Only one AA battery is required for this clock (not included). This Sehaz Artworks wall clock can be a good gift at housewarmings, weddings and social gatherings. Decorate your home with this wall clock. Perfect for living room and bedroom. More acute and quiet."
Household,"SAF 'Ganesha' Framed Painting (Wood, 12 inch x 12 inch)"
Household,"Sehaz Artworks Tree Bird Round Wood Wall Clock (25 cm x 25 cm x 2.8 cm, Brown) Color:Wood   This is a classic styled analog wall clock made from wood. This clock will add charm to any room in your home. There is a plastic shell casing behind the clock for batteries. Only one AA battery is required for this clock (Not included). This Sehaz Artworks wall clock can be a good gift at housewarmings, weddings and social gatherings. Decorate your home with this wall clock. Perfect for living room and bedroom. More acute and quiet. Classic analog display clock."
Household,"Incredible Gifts India Wooden Happy Birthday Unique Personalized Gift (5 X 4 Inch) Size:4 x 5   Made Of Natural Imported Wood, Which Is Quite Solid With Light Particle Pattern & Is Soft Pale To Blond Colour. Your Uploaded Photo Will Look Amazing And Beautiful After Laser Engraving On It. This Is One Of The Most Popular Unique Gifts In Our Store. We Offer This In Multiple Sizes, Some Can Be Used As Table Top And The Big Sizes Can Be Used As Wall Hanging Which Just Blends With Your Home Decaration. You Just Need To Upload A Picture And Add Your Own Text And We Will Do The Rest For You. We Will Email You The Preview Before Making The Final Product. Do You Want The Best Moment Of Your Life To Be Engraved On A Wooden Plaque That Lasts For A Longer Time And Stays Close To You Forever? Then You Are At The Right Place. We Present To You Various Sizes Personalized Engraved Wooden Plaques Made With Birch Wood. Let Your Memories Be Engraved On Wooden Plaques And Stay With Your Forever."
Household,"SAF 'Ganesh' Framed Painting (Synthetic, 13.5 inch x 22 inch, Modern Art Wood, Set of 3, SANFSAS7500) Color:multicolour   Special series of high definition prints is designed in a very extraordinary way by using a quality of eye popping colors which puts a very attracting reflection towards it. Also it is framed in Black Synthetic Frame in a Italian Design. A perfect choice for your Home & for your specials."
